CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta,DNAm,cutpoint,F1,F1_validate,auc
cg22852840,-0.213322222,0.587591172,-9.710234128,1.08e-20,1.94e-19,35.65315912,0.781729741,0.568407519,-0.213322222,6,47749714,F,II,OPN5,TSS200,opensea,TSS200-opensea,,,,,rs7741473,,-0.2690379823302115,hypo,0.72,0.9137168141592921,0.9387755102040817,0.8532911392405064
cg11118778,-0.233812966,0.566028676,-8.400855616,3.73e-16,4.19e-15,25.32518091,0.778815296,0.54500233,-0.233812966,12,80086054,F,II,PAWR,TSS1500,shore,TSS1500-shore,chr12:80083531-80085154,,,,,,-0.2871162422251691,hypo,0.68,0.8272506082725062,0.8913043478260869,0.8266807313642757
cg08886154,-0.22708918,0.548257954,-9.550218742,4.1e-20,6.94e-19,34.33246463,0.754925445,0.527836265,-0.22708918,7,127256676,R,II,PAX4,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2688740688019904,hypo,0.65,0.8914285714285716,0.9032258064516129,0.8843037974683544
cg12686407,-0.241014835,0.644039946,-8.681065383,4.37e-17,5.39e-16,27.44101985,0.863380785,0.62236595,-0.241014835,11,104035942,F,II,PDGFD,TSS1500,shore,TSS1500-shore,chr11:104034536-104035058,,,,,,-0.29243729173668387,hypo,0.79,0.8840413318025258,0.8409090909090909,0.8399718706047821
cg25631489,-0.235194267,0.345218023,-11.25279701,1.33e-26,4.94e-25,49.14356162,0.559261727,0.32406746,-0.235194267,3,169900020,R,II,PHC3,TSS1500,shore,TSS1500-shore,chr3:169898946-169899626,,,,,,-0.25365540759590455,hypo,0.42,0.9004524886877827,0.9326424870466321,0.8957243319268636
cg12020444,-0.213447183,0.661870939,-8.415235272,3.34e-16,3.77e-15,25.43245889,0.856123232,0.642676049,-0.213447183,12,130821456,R,II,PIWIL1,TSS1500,shore,TSS1500-shore,chr12:130822360-130822696,,,,,,-0.24244341397847333,hypo,0.78,0.8837744533947065,0.8603351955307262,0.8709142053445851
cg07143805,-0.224148938,0.506399625,-10.08147212,4.61e-22,9.66e-21,38.77654991,0.710391284,0.486242346,-0.224148938,20,56286671,F,II,PMEPA1,TSS1500,shore,TSS1500-shore,chr20:56283891-56285395,,,,,,-0.2667787381045169,hypo,0.6,0.9056179775280899,0.8972972972972972,0.8853867791842476
cg08340277,-0.228389829,0.462622905,-11.32519869,6.800000000000001e-27,2.63e-25,49.80839717,0.67047408,0.442084251,-0.228389829,10,79790139,R,II,POLR3A,TSS1500,shore,TSS1500-shore,chr10:79789138-79789441,,,,,,-0.2710924994318646,hypo,0.57,0.926829268292683,0.9484536082474226,0.9090014064697609
cg23693487,-0.250671222,0.471829413,-10.89609682,3.47e-25,1.06e-23,45.90770338,0.699958258,0.449287037,-0.250671222,8,30670746,F,II,PPP2CB,TSS1500,shore,TSS1500-shore,chr8:30669450-30670475,,,,,,-0.3073439599338881,hypo,0.6,0.9141583054626532,0.9375,0.8970464135021097
cg02330214,-0.225438118,0.55775383,-9.684868046,1.34e-20,2.38e-19,35.44275696,0.762918737,0.537480618,-0.225438118,1,14026216,R,II,PRDM2,TSS1500,shore,TSS1500-shore,chr1:14026481-14027200,,,,,,-0.25931297552442756,hypo,0.66,0.8850574712643678,0.9032258064516129,0.860604781997187
cg04354077,-0.239138931,0.607408697,-9.389106842,1.55e-19,2.46e-18,33.018662,0.825042329,0.585903398,-0.239138931,20,5295137,R,II,PROKR2,TSS200,shore,TSS200-shore,chr20:5296266-5297798,,,,,,-0.28702682304965965,hypo,0.75,0.9096989966555183,0.8972972972972972,0.8887341772151899
cg17004025,-0.215405349,0.437257181,-11.07955184,6.53e-26,2.21e-24,47.56364537,0.633291546,0.417886197,-0.215405349,19,840795,R,II,PRTN3,TSS200,shelf,TSS200-shelf,chr19:843468-844085,,,,,,-0.2514144543294089,hypo,0.5,0.898978433598184,0.9206349206349206,0.9066526019690577
cg24109894,-0.2271493,0.569346895,-9.477619208,7.48e-20,1.23e-18,33.73844921,0.7760691,0.5489198,-0.2271493,1,36108212,R,II,PSMB2,TSS1500,shore,TSS1500-shore,chr1:36106969-36107261,,,,,,-0.2686869326655971,hypo,0.7,0.9035874439461883,0.9430051813471503,0.879915611814346
cg02197938,-0.197271276,0.453830564,-10.08013221,4.67e-22,9.770000000000001e-21,38.76513019,0.633361617,0.436090341,-0.197271276,17,65363257,F,II,PSMD12,TSS1500,shore,TSS1500-shore,chr17:65362343-65362837,,,,,,-0.2526664523358014,hypo,0.52,0.8695652173913043,0.9032258064516129,0.8951195499296766
cg10458446,-0.251673026,0.510679099,-11.01727344,1.15e-25,3.76e-24,46.99950619,0.739719659,0.488046632,-0.251673026,2,238500325,F,II,RAB17,TSS1500,opensea,TSS1500-opensea,,True,,,,,-0.2796529989701024,hypo,0.63,0.919158361018826,0.9278350515463918,0.8609704641350211
cg03152913,-0.240716675,0.56261616,-9.893285797,2.3100000000000003e-21,4.46e-20,37.18300819,0.781685652,0.540968977,-0.240716675,2,178975712,R,II,RBM45,TSS1500,shore,TSS1500-shore,chr2:178977078-178977828,,,,,,-0.2872659867185666,hypo,0.66,0.8824884792626728,0.9021739130434783,0.880014064697609
cg20441894,-0.220728465,0.672167043,-8.194625064,1.74e-15,1.84e-14,23.802334,0.873045826,0.652317361,-0.220728465,3,108476163,F,II,RETNLB,TSS200,opensea,TSS200-opensea,,,,,rs10933959,rs11283797,-0.25372291206335756,hypo,0.81,0.8802736602052453,0.8208092485549133,0.8540646976090014
cg21578207,-0.210164067,0.508984847,-10.27019607,9e-23,2.04e-21,40.3953907,0.700249268,0.490085201,-0.210164067,1,44870088,R,II,RNF220,TSS1500,shore,TSS1500-shore,chr1:44871109-44874047,,,,,,-0.25564036687808517,hypo,0.63,0.9096989966555185,0.9543147208121826,0.8939240506329114
cg24035112,-0.187769843,0.718867957,-7.015105835,6.71e-12,5.01e-11,15.68001681,0.889752022,0.70198218,-0.187769843,4,159441687,R,II,RXFP1,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2479446010140933,hypo,0.88,0.8956916099773242,0.9139784946236558,0.8765682137834037
cg05331214,-0.258277379,0.600117485,-8.491315131,1.88e-16,2.17e-15,26.00240158,0.83516848,0.576891102,-0.258277379,2,167343774,F,II,SCN7A,TSS1500,opensea,TSS1500-opensea,,,,,rs75836177,,-0.28477681141054006,hypo,0.74,0.856140350877193,0.8804347826086957,0.8484247538677918
cg11295724,-0.210021061,0.549558978,-9.12580226,1.31e-18,1.89e-17,30.90662704,0.740693252,0.530672192,-0.210021061,20,1538353,R,II,SIRPD,TSS200,opensea,TSS200-opensea,,,,,,,-0.2432528632572648,hypo,0.63,0.8723897911832947,0.8913043478260869,0.8650632911392405
cg27321439,-0.232839843,0.501477279,-9.395064547,1.47e-19,2.35e-18,33.06695686,0.713378287,0.480538444,-0.232839843,20,44656559,F,II,SLC12A5,TSS1500,shore,TSS1500-shore,chr20:44657463-44659243,True,,,rs6017727,,-0.2553848074494066,hypo,0.57,0.8608187134502923,0.853932584269663,0.8586779184247538
cg02659138,-0.226349142,0.462758149,-10.07132429,5.0300000000000005e-22,1.05e-20,38.69008852,0.668752152,0.44240301,-0.226349142,7,134003124,R,II,SLC35B4,TSS1500,shore,TSS1500-shore,chr7:134001207-134001982,,,,,,-0.2588858670767955,hypo,0.64,0.9245689655172414,0.9655172413793104,0.8540787623066104
cg01281718,-0.228156346,0.565364445,-9.806075118,4.82e-21,9.02e-20,36.45163754,0.773003134,0.544846788,-0.228156346,6,71376634,R,II,SMAP1,TSS1500,shore,TSS1500-shore,chr6:71377385-71378178,,,,,,-0.29658014857039794,hypo,0.63,0.881199538638985,0.8852459016393442,0.8838818565400844
cg24884084,-0.227897716,0.332492086,-11.85412792,4.7200000000000004e-29,2.5e-27,54.74450105,0.539895403,0.311997687,-0.227897716,1,153003198,R,II,SPRR1B,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2452027613792069,hypo,0.4,0.8977272727272728,0.9090909090909092,0.9026160337552742
cg09169531,-0.22751952,0.625774274,-9.266400364,4.21e-19,6.38e-18,32.02893075,0.832833405,0.605313885,-0.22751952,1,153030594,R,II,SPRR2A,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.28747287102172403,hypo,0.77,0.9284928492849285,0.9139784946236558,0.8965400843881857
cg04138756,-0.250230079,0.604002163,-9.839336667,3.64e-21,6.9e-20,36.73004079,0.831729537,0.581499458,-0.250230079,1,152973849,R,II,SPRR3,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.31635494495166916,hypo,0.73,0.9192825112107623,0.8764044943820225,0.9065822784810127
cg26904169,-0.26498623,0.474849012,-11.05304229,8.32e-26,2.78e-24,47.32326448,0.716005545,0.451019315,-0.26498623,7,89839865,R,II,STEAP2,TSS1500,shore,TSS1500-shore,chr7:89840813-89841491,,,,,,-0.34040886172803786,hypo,0.63,0.9174107142857142,0.9430051813471503,0.9053586497890296
cg04955791,-0.207880345,0.594133136,-7.727675334,5.16e-14,4.72e-13,20.46504175,0.783319206,0.57543886,-0.207880345,6,152959047,R,II,SYNE1,TSS1500,shore,TSS1500-shore,chr6:152957810-152958472,,,,,,-0.26426094492432894,hypo,0.69,0.8190709046454767,0.8729281767955802,0.8380872011251759
cg00187686,-0.229236897,0.575956609,-8.42452915,3.12e-16,3.53e-15,25.50187042,0.784578677,0.55534178,-0.229236897,11,59634218,R,II,TCN1,TSS200,opensea,TSS200-opensea,,,,,,,-0.2792700338262789,hypo,0.71,0.8773148148148149,0.8791208791208791,0.8636427566807314
cg00337703,-0.260501155,0.40591825,-11.80765549,7.34e-29,3.78e-27,54.30535319,0.642993043,0.382491888,-0.260501155,10,115938729,F,II,TDRD1,TSS1500,shore,TSS1500-shore,chr10:115938962-115939292,,,,,,-0.3004072367700422,hypo,0.52,0.9204927211646137,0.9538461538461539,0.9089451476793249
cg11164506,-0.22823575,0.519362701,-9.378023039,1.7e-19,2.68e-18,32.9288727,0.727073653,0.498837903,-0.22823575,15,66649558,F,II,TIPIN,TSS1500,shore,TSS1500-shore,chr15:66648784-66649178,,,,,,-0.26265049499263726,hypo,0.63,0.8951521984216461,0.9263157894736842,0.8716033755274262
cg20672708,-0.306019738,0.489411042,-12.46009427,1.35e-31,1.0700000000000001e-29,60.5623959,0.767911019,0.461891281,-0.306019738,20,30696827,R,II,TM9SF4,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.33536081687578756,hypo,0.63,0.9232480533926585,0.9090909090909092,0.909592123769339
cg14982276,-0.224123442,0.287504086,-9.878254076,2.6200000000000003e-21,5.04e-20,37.05662448,0.491472541,0.2673491,-0.224123442,21,42880582,F,I,TMPRSS2,TSS1500,island,TSS1500-island,chr21:42878751-42880674,,,,rs76833541,,-0.26408586114341825,hypo,0.37,0.8558030480656508,0.8491620111731845,0.8395639943741209
cg02138218,-0.210752585,0.700750381,-8.632720774,6.35e-17,7.7e-16,27.07218219,0.892550395,0.681797811,-0.210752585,1,175035502,F,II,TNN,TSS1500,opensea,TSS1500-opensea,,,,,rs12561971,,-0.2545385018827469,hypo,0.82,0.9088863892013498,0.8208092485549133,0.8892405063291139
cg13191008,-0.247772212,0.513925657,-11.13432488,3.96e-26,1.38e-24,48.06147198,0.739416196,0.491643984,-0.247772212,11,4629912,R,II,TRIM68,TSS1500,shore,TSS1500-shore,chr11:4629098-4629530,,,,,,-0.2694497224909986,hypo,0.62,0.8932261768082663,0.9081081081081082,0.8967229254571026
cg18049164,-0.164768578,0.661720383,-5.902919535,6.22e-09,3.43e-08,8.999246357,0.811671642,0.646903065,-0.164768578,5,110407157,F,II,TSLP,TSS1500,shore,TSS1500-shore,chr5:110408704-110409039,,,,,,-0.24023779914801885,hypo,0.77,0.8195121951219512,0.8729281767955802,0.8067651195499297
cg25941151,-0.321146223,0.532739436,-12.09055352,4.9e-30,3.03e-28,56.99440122,0.825005603,0.50385938,-0.321146223,11,88910913,F,II,TYR,TSS200,opensea,TSS200-opensea,,,,,rs1799989,rs61759519,-0.3802478446247402,hypo,0.71,0.912994350282486,0.9430051813471503,0.9280590717299578
cg25612480,-0.229838422,0.477542658,-9.485726753,7e-20,1.15e-18,33.80462397,0.686712157,0.456873735,-0.229838422,8,48920460,R,II,UBE2V2,TSS1500,shore,TSS1500-shore,chr8:48920837-48921414,,,,,,-0.2510752041977754,hypo,0.56,0.8891428571428571,0.9696969696969697,0.8767791842475386
cg09355820,-0.248116318,0.661144941,-10.16000939,2.34e-22,5.08e-21,39.44772855,0.88694864,0.638832322,-0.248116318,1,10092237,F,II,UBE4B,TSS1500,shore,TSS1500-shore,chr1:10092532-10093404,,,,,,-0.3188465961865964,hypo,0.85,0.9465648854961832,0.9538461538461539,0.9132067510548523
cg06530558,-0.252718211,0.584762332,-9.031626167,2.78e-18,3.87e-17,30.16197241,0.814754085,0.562035874,-0.252718211,15,54304778,F,II,UNC13C,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.31139547975456616,hypo,0.75,0.8714953271028038,0.9032258064516129,0.8753586497890296
cg21689902,-0.221497205,0.571970799,-9.039087627,2.62e-18,3.66e-17,30.22076146,0.773549191,0.552051985,-0.221497205,11,123984775,F,II,VWA5A,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2614617805269454,hypo,0.67,0.8783314020857473,0.8791208791208791,0.8742897327707455
cg05398095,-0.25539923,0.44469479,-10.16307267,2.28e-22,4.95e-21,39.47397985,0.677126463,0.421727233,-0.25539923,1,207224740,F,II,YOD1,TSS1500,shore,TSS1500-shore,chr1:207226281-207226842,True,,,,,-0.2469897085527497,hypo,0.53,0.8706697459584295,0.8777777777777778,0.8624191279887483
cg27196999,-0.240611314,0.548135499,-8.072512644,4.29e-15,4.36e-14,22.91462021,0.767109105,0.526497791,-0.240611314,4,69216111,F,II,YTHDC1,TSS1500,shore,TSS1500-shore,chr4:69215304-69215921,,,,,,-0.246692139691706,hypo,0.64,0.8010012515644556,0.8275862068965518,0.8175808720112517
cg12497692,-0.220172029,0.662710963,-9.6273774,2.16e-20,3.76e-19,34.96734303,0.863083349,0.64291132,-0.220172029,19,36203089,R,II,ZBTB32,TSS1500,shelf,TSS1500-shelf,chr19:36207084-36209691,,,,,,-0.28607451693972885,hypo,0.79,0.9088863892013498,0.8852459016393442,0.8990717299578059
cg22079685,-0.190952686,0.692481959,-6.269067526,7.3e-10,4.44e-09,11.08890958,0.866262641,0.675309955,-0.190952686,18,74175082,F,II,ZNF516,TSS200,opensea,TSS200-opensea,,,,,,,-0.25369120395549527,hypo,0.86,0.8584686774941994,0.9278350515463918,0.8340225035161744
